,availability,location,total_sqft,bath,price,bhk,loction
4938,Ready To Move,Kanakpura Road,1665.0,3.0,74.9,3,Kanakpura Road
4939,Ready To Move,Kanakpura Road,1450.0,3.0,60.9,3,Kanakpura Road
4940,Ready To Move,Kanakpura Road,1339.0,2.0,67.0,2,Kanakpura Road
4941,Ready To Move,Kannamangala,957.0,2.0,58.0,2,Kannamangala
4942,Ready To Move,Kannamangala,957.0,2.0,56.0,2,Kannamangala
4943,Ready To Move,Kannamangala,3000.0,4.0,200.0,4,Kannamangala
4944,19-Jul,Kannamangala,1536.0,3.0,89.0,3,Kannamangala
4945,Ready To Move,Kannamangala,2400.0,4.0,130.0,4,Kannamangala
4946,Ready To Move,Kannamangala,1574.0,3.0,93.34,3,Kannamangala
4947,17-Mar,Kannamangala,957.0,2.0,52.5,2,Kannamangala
4948,18-Dec,Kannamangala,1536.0,3.0,104.0,3,Kannamangala
4949,Ready To Move,Kannamangala,957.0,2.0,54.5,2,Kannamangala
4950,Ready To Move,Kannamangala,2422.0,4.0,135.0,4,Kannamangala
4951,Ready To Move,Kannamangala,957.0,2.0,55.0,2,Kannamangala
4952,17-Sep,Kannamangala,957.0,2.0,56.0,2,Kannamangala
4953,Ready To Move,Karuna Nagar,2500.0,3.0,180.0,3,Karuna Nagar
4954,Ready To Move,Karuna Nagar,2500.0,3.0,190.0,3,Karuna Nagar
4955,Ready To Move,Karuna Nagar,1962.0,3.0,175.0,3,Karuna Nagar
4956,Ready To Move,Karuna Nagar,1057.0,2.0,65.0,2,Karuna Nagar
4957,Ready To Move,Karuna Nagar,1354.0,2.0,98.0,3,Karuna Nagar
4958,Ready To Move,Karuna Nagar,1945.0,3.0,115.0,3,Karuna Nagar
4959,Ready To Move,Karuna Nagar,1960.0,3.0,165.0,3,Karuna Nagar
4960,Ready To Move,Kasavanhalli,1060.0,2.0,58.06,2,Kasavanhalli
4961,Ready To Move,Kasavanhalli,1563.05,3.0,105.0,3,Kasavanhalli
4962,Ready To Move,Kasavanhalli,1717.0,3.0,99.0,3,Kasavanhalli
4963,Ready To Move,Kasavanhalli,1799.0,3.0,90.0,3,Kasavanhalli
4964,Ready To Move,Kasavanhalli,3260.0,4.0,240.0,4,Kasavanhalli
4965,Ready To Move,Kasavanhalli,1349.0,2.0,78.0,2,Kasavanhalli
4966,18-Feb,Kasavanhalli,1121.0,2.0,78.0,2,Kasavanhalli
4967,Ready To Move,Kasavanhalli,1100.0,2.0,50.0,2,Kasavanhalli
4968,Ready To Move,Kasavanhalli,1980.0,3.0,88.0,3,Kasavanhalli
4969,Ready To Move,Kasavanhalli,1200.0,2.0,78.0,2,Kasavanhalli
4970,19-Mar,Kasavanhalli,1646.0,3.0,79.5,3,Kasavanhalli
4971,Ready To Move,Kasavanhalli,1555.0,3.0,82.5,3,Kasavanhalli
4972,Ready To Move,Kasavanhalli,1476.0,3.0,89.0,3,Kasavanhalli
4973,Ready To Move,Kasavanhalli,1493.0,3.0,82.0,3,Kasavanhalli
4974,Ready To Move,Kasavanhalli,1200.0,2.0,50.0,2,Kasavanhalli
4975,Ready To Move,Kasavanhalli,1719.0,3.0,116.0,3,Kasavanhalli
4976,Ready To Move,Kasavanhalli,1115.0,2.0,50.0,2,Kasavanhalli
4977,Ready To Move,Kasavanhalli,1125.0,2.0,61.2,2,Kasavanhalli
4978,18-May,Kasavanhalli,2170.0,3.0,151.0,3,Kasavanhalli
4979,Ready To Move,Kasavanhalli,1915.0,3.0,80.0,3,Kasavanhalli
4980,Ready To Move,Kasavanhalli,1450.0,3.0,77.41,3,Kasavanhalli
4981,Ready To Move,Kasavanhalli,1476.0,3.0,95.0,3,Kasavanhalli
4982,Ready To Move,Kasavanhalli,1200.0,2.0,50.3,2,Kasavanhalli
4983,Ready To Move,Kasavanhalli,2100.0,3.0,110.0,3,Kasavanhalli
4984,19-Jan,Kasavanhalli,1787.0,3.0,123.0,3,Kasavanhalli
4985,Ready To Move,Kasavanhalli,1090.0,2.0,59.8,2,Kasavanhalli
4986,18-Aug,Kasavanhalli,1691.0,3.0,104.0,3,Kasavanhalli
4987,18-Oct,Kasavanhalli,4260.0,4.0,272.0,4,Kasavanhalli
4988,Ready To Move,Kasavanhalli,2111.0,4.0,120.0,3,Kasavanhalli
4989,18-Dec,Kasavanhalli,1545.0,3.0,69.0,3,Kasavanhalli
4990,Ready To Move,Kasavanhalli,950.0,2.0,39.0,2,Kasavanhalli
4992,Ready To Move,Kasavanhalli,1667.0,3.0,92.0,3,Kasavanhalli
4993,Ready To Move,Kasavanhalli,1494.0,3.0,82.0,3,Kasavanhalli
4994,Ready To Move,Kasavanhalli,1555.0,3.0,82.0,3,Kasavanhalli
4995,Ready To Move,Kasavanhalli,770.0,1.0,43.82,1,Kasavanhalli
4996,20-Jun,Kasavanhalli,1147.0,2.0,60.0,2,Kasavanhalli
4997,Ready To Move,Kasavanhalli,1375.0,2.0,72.0,2,Kasavanhalli
4998,Ready To Move,Kasavanhalli,1380.0,2.0,55.0,3,Kasavanhalli
4999,Ready To Move,Kasavanhalli,1200.0,2.0,60.0,2,Kasavanhalli
5000,18-May,Kasavanhalli,4260.0,4.0,333.0,4,Kasavanhalli
5001,Ready To Move,Kasavanhalli,1495.0,2.0,83.0,2,Kasavanhalli
5002,Ready To Move,Kasavanhalli,4000.0,4.0,325.0,4,Kasavanhalli
5003,Ready To Move,Kasavanhalli,1225.0,2.0,69.0,3,Kasavanhalli
5004,18-May,Kasavanhalli,1917.0,3.0,132.0,3,Kasavanhalli
5005,Ready To Move,Kasavanhalli,1375.0,2.0,78.0,2,Kasavanhalli
5006,18-May,Kasavanhalli,4408.0,4.0,344.0,4,Kasavanhalli
5007,Ready To Move,Kasavanhalli,1309.0,2.0,95.0,2,Kasavanhalli
5008,Ready To Move,Kasavanhalli,1476.0,3.0,105.0,3,Kasavanhalli
5009,Ready To Move,Kasavanhalli,1158.0,2.0,67.0,2,Kasavanhalli
5010,Ready To Move,Kasavanhalli,1214.0,2.0,67.0,2,Kasavanhalli
5011,Ready To Move,Kasavanhalli,2110.0,4.0,120.0,3,Kasavanhalli
5012,Ready To Move,Kasavanhalli,1495.0,2.0,110.0,2,Kasavanhalli
5013,Ready To Move,Kasavanhalli,1575.0,2.0,85.0,2,Kasavanhalli
5014,Ready To Move,Kasavanhalli,1069.0,2.0,55.0,2,Kasavanhalli
5015,Ready To Move,Kasavanhalli,1100.0,2.0,68.0,2,Kasavanhalli
5016,Ready To Move,Kasavanhalli,1715.0,3.0,112.0,3,Kasavanhalli
5017,Ready To Move,Kasavanhalli,1100.0,2.0,65.0,2,Kasavanhalli
5018,Ready To Move,Kasavanhalli,1230.0,2.0,66.25,2,Kasavanhalli
5019,Ready To Move,Kasavanhalli,1819.0,3.0,150.0,3,Kasavanhalli
5020,Ready To Move,Kasavanhalli,1719.0,3.0,71.0,3,Kasavanhalli
5021,18-Jul,Kasavanhalli,1600.0,3.0,79.0,3,Kasavanhalli
5022,Ready To Move,Kasavanhalli,1585.0,2.0,90.0,2,Kasavanhalli
5023,Ready To Move,Kasavanhalli,1245.0,2.0,80.0,2,Kasavanhalli
5024,18-May,Kasavanhalli,2035.0,3.0,142.0,3,Kasavanhalli
5025,Ready To Move,Kasavanhalli,1747.0,3.0,110.0,3,Kasavanhalli
5026,Ready To Move,Kasavanhalli,1377.0,2.0,80.0,2,Kasavanhalli
5027,Ready To Move,Kasavanhalli,1181.0,2.0,61.0,2,Kasavanhalli
5028,18-May,Kasavanhalli,1121.0,2.0,75.0,2,Kasavanhalli
5029,Ready To Move,Kashi Nagar,1200.0,2.0,50.0,2,other
5030,Ready To Move,Kasturi Nagar,1925.0,3.0,125.0,3,Kasturi Nagar
5031,Ready To Move,Kasturi Nagar,1567.0,2.0,92.0,2,Kasturi Nagar
5032,Ready To Move,Kasturi Nagar,1570.0,3.0,80.0,3,Kasturi Nagar
5033,Ready To Move,Kasturi Nagar,1565.0,3.0,88.5,3,Kasturi Nagar
5034,Ready To Move,Kasturi Nagar,1080.0,2.0,80.0,2,Kasturi Nagar
5035,Ready To Move,Kasturi Nagar,1101.0,2.0,65.0,2,Kasturi Nagar
5036,Ready To Move,Kasturi Nagar,1500.0,2.0,80.0,3,Kasturi Nagar
5037,Ready To Move,Kasturi Nagar,1896.0,3.0,125.0,4,Kasturi Nagar
5038,Ready To Move,Kasturi Nagar,1100.0,2.0,58.0,2,Kasturi Nagar
5039,Ready To Move,Kasturi Nagar,1570.0,3.0,110.0,3,Kasturi Nagar
5040,Ready To Move,Kasturi Nagar,1000.0,2.0,58.0,2,Kasturi Nagar
5041,Ready To Move,Kasturi Nagar,1101.0,2.0,66.0,2,Kasturi Nagar
5042,Ready To Move,Kasturi Nagar,2507.0,4.0,155.0,4,Kasturi Nagar
5043,Ready To Move,Kathriguppe,1400.0,2.0,77.0,3,Kathriguppe
5044,Ready To Move,Kathriguppe,1250.0,2.0,68.75,3,Kathriguppe
5045,Ready To Move,Kathriguppe,1245.0,2.0,68.48,3,Kathriguppe
5046,Ready To Move,Kathriguppe,1350.0,2.0,87.01,3,Kathriguppe
5047,Ready To Move,Kathriguppe,1350.0,2.0,80.99,3,Kathriguppe
5048,Ready To Move,Kathriguppe,1365.0,2.0,75.08,3,Kathriguppe
5049,Ready To Move,Kathriguppe,1300.0,3.0,77.99,3,Kathriguppe
5050,Ready To Move,Kathriguppe,1350.0,2.0,80.99,3,Kathriguppe
5051,Ready To Move,Kathriguppe,1390.0,2.0,76.45,3,Kathriguppe
5052,Ready To Move,Kathriguppe,1350.0,3.0,78.3,3,Kathriguppe
5053,Ready To Move,Kathriguppe,1250.0,2.0,68.75,3,Kathriguppe
5054,Ready To Move,Kathriguppe,1300.0,3.0,77.99,3,Kathriguppe
5055,Ready To Move,Kathriguppe,1335.0,2.0,73.43,3,Kathriguppe
5056,Ready To Move,Kathriguppe,1300.0,3.0,77.99,3,Kathriguppe
5057,Ready To Move,Kathriguppe,1300.0,3.0,77.99,3,Kathriguppe
5058,Ready To Move,Kathriguppe,1335.0,2.0,73.43,3,Kathriguppe
5059,Ready To Move,Kathriguppe,1350.0,3.0,80.99,3,Kathriguppe
5060,Ready To Move,Kathriguppe,1250.0,2.0,68.75,2,Kathriguppe
5061,Ready To Move,Kathriguppe,1350.0,3.0,80.99,3,Kathriguppe
5062,Ready To Move,Kattigenahalli,4100.0,7.0,140.0,7,other
5063,Ready To Move,Kattigenahalli,2800.0,7.0,125.0,7,other
5064,Ready To Move,Kattigenahalli,1062.0,2.0,47.0,2,other
5065,Ready To Move,Kattigenahalli,1200.0,1.0,70.0,2,other
5066,Ready To Move,Kaval Byrasandra,1200.0,2.0,52.0,2,Kaval Byrasandra
5067,Ready To Move,Kaval Byrasandra,1020.0,2.0,52.0,2,Kaval Byrasandra
5068,Ready To Move,Kaval Byrasandra,1200.0,2.0,49.5,2,Kaval Byrasandra
5069,Ready To Move,Kaval Byrasandra,945.0,2.0,50.0,2,Kaval Byrasandra
5070,Ready To Move,Kaval Byrasandra,1060.0,2.0,45.0,2,Kaval Byrasandra
5071,Ready To Move,Kaval Byrasandra,1100.0,2.0,46.0,2,Kaval Byrasandra
5072,Ready To Move,Kaval Byrasandra,1185.0,2.0,49.0,2,Kaval Byrasandra
5073,Ready To Move,Kaval Byrasandra,997.0,2.0,53.0,2,Kaval Byrasandra
5074,Ready To Move,Kaval Byrasandra,1060.0,2.0,42.0,2,Kaval Byrasandra
5075,Ready To Move,Kaval Byrasandra,480.0,1.0,25.0,1,Kaval Byrasandra
5076,Ready To Move,Kaval Byrasandra,1125.0,2.0,41.5,2,Kaval Byrasandra
5077,Ready To Move,Kaval Byrasandra,1180.0,2.0,60.0,2,Kaval Byrasandra
5078,Ready To Move,Kaval Byrasandra,1450.0,3.0,75.0,3,Kaval Byrasandra
5079,Ready To Move,Kaval Byrasandra,1066.0,2.0,55.0,2,Kaval Byrasandra
5080,Ready To Move,Kaval Byrasandra,1025.0,2.0,60.0,2,Kaval Byrasandra
5081,Ready To Move,Kaval Byrasandra,1400.0,3.0,75.0,3,Kaval Byrasandra
5082,Ready To Move,Kaverappa Layout,1269.72,2.0,68.0,2,other
5083,Ready To Move,Kaverappa Layout,1265.0,2.0,70.0,2,other
5084,Ready To Move,Kaverappa Layout,1012.0,2.0,59.0,2,other
5085,Ready To Move,Kaverappa Layout,1250.0,2.0,68.0,2,other
5086,Ready To Move,Kaverappa Layout,1540.0,3.0,85.0,3,other
5087,Ready To Move,Kaverappa Layout,1220.0,2.0,65.0,2,other
5088,Ready To Move,Kaverappa Layout,3535.0,4.0,215.0,4,other
5089,Ready To Move,Kaveri Nagar,1900.0,3.0,155.0,3,other
5090,Ready To Move,Kempapura,4200.0,5.0,225.0,5,other
5091,Ready To Move,Kenchenahalli,1015.0,2.0,58.0,2,Kenchenahalli
5092,Ready To Move,Kenchenahalli,715.0,1.0,45.0,1,Kenchenahalli
5093,Ready To Move,Kenchenahalli,1150.0,2.0,58.0,2,Kenchenahalli
5094,Ready To Move,Kenchenahalli,1280.0,2.0,69.0,3,Kenchenahalli
5096,Ready To Move,Kenchenahalli,870.0,1.0,45.0,2,Kenchenahalli
5097,Ready To Move,Kenchenahalli,1150.0,2.0,60.0,2,Kenchenahalli
5098,Ready To Move,Kenchenahalli,700.0,1.0,35.0,1,Kenchenahalli
5099,Ready To Move,Kenchenahalli,1060.0,2.0,52.0,2,Kenchenahalli
5100,Ready To Move,Kenchenahalli,1150.0,2.0,57.0,2,Kenchenahalli
5101,Ready To Move,Kenchenahalli,1720.0,3.0,100.0,3,Kenchenahalli
5102,Ready To Move,Kenchenahalli,1015.0,2.0,60.0,2,Kenchenahalli
5103,Ready To Move,Kenchenhalli,1350.0,4.0,90.0,4,other
5104,Ready To Move,Kengeri,1540.0,2.0,64.0,3,Kengeri
5105,Ready To Move,Kengeri,750.0,2.0,38.0,2,Kengeri
5106,Ready To Move,Kengeri,1160.0,2.0,40.61,2,Kengeri
5107,Ready To Move,Kengeri,1197.0,2.0,50.0,2,Kengeri
5108,Ready To Move,Kengeri,1200.0,2.0,58.0,2,Kengeri
5109,Ready To Move,Kengeri,1188.0,2.0,38.0,3,Kengeri
5110,18-Nov,Kengeri,726.0,2.0,31.0,2,Kengeri
5111,Ready To Move,Kengeri,1250.0,3.0,48.0,3,Kengeri
5112,Ready To Move,Kengeri,1025.0,2.0,57.0,2,Kengeri
5113,Ready To Move,Kengeri,1160.0,2.0,40.6,3,Kengeri
5114,Ready To Move,Kengeri,1082.0,2.0,49.0,3,Kengeri
5115,Ready To Move,Kengeri,1155.0,2.0,40.6,2,Kengeri
5116,Ready To Move,Kengeri,1255.0,2.0,50.0,2,Kengeri
5117,Ready To Move,Kengeri,750.0,2.0,36.0,2,Kengeri
5118,Ready To Move,Kengeri,963.0,2.0,40.0,2,Kengeri
5119,18-Dec,Kengeri,927.0,2.0,37.0,2,Kengeri
5120,18-Nov,Kengeri,726.0,2.0,35.0,2,Kengeri
5121,19-Aug,Kengeri,416.0,1.0,19.5,1,Kengeri
5122,Ready To Move,Kengeri,900.0,2.0,45.0,2,Kengeri
5123,Ready To Move,Kengeri,900.0,2.0,30.0,2,Kengeri
5124,Ready To Move,Kengeri,787.0,2.0,31.0,2,Kengeri
5125,Ready To Move,Kengeri,502.0,1.0,25.0,1,Kengeri
5126,Ready To Move,Kengeri,1470.0,3.0,50.0,3,Kengeri
5127,Ready To Move,Kengeri,1200.0,3.0,67.0,3,Kengeri
5128,Ready To Move,Kengeri,725.0,2.0,30.0,2,Kengeri
5129,Ready To Move,Kengeri,500.0,1.0,17.0,1,Kengeri
5130,19-Aug,Kengeri,540.0,1.0,22.5,1,Kengeri
5131,Ready To Move,Kengeri,750.0,2.0,35.5,2,Kengeri
5132,18-Apr,Kengeri,1741.0,3.0,80.0,3,Kengeri
5133,Ready To Move,Kengeri,1436.0,2.0,55.0,3,Kengeri
5134,Ready To Move,Kengeri,1200.0,2.0,58.0,2,Kengeri
5135,Ready To Move,Kengeri,1230.0,2.0,45.0,2,Kengeri
5136,Ready To Move,Kengeri,1230.0,2.0,52.0,3,Kengeri
5137,Ready To Move,Kengeri,750.0,2.0,36.5,2,Kengeri
5138,Ready To Move,Kengeri,1000.0,2.0,34.0,2,Kengeri
5139,18-Nov,Kengeri,416.0,1.0,18.0,1,Kengeri
5140,Ready To Move,Kengeri,1245.0,2.0,43.57,3,Kengeri
5141,Ready To Move,Kengeri,883.0,2.0,49.0,2,Kengeri
5142,Ready To Move,Kengeri,1052.0,2.0,51.0,2,Kengeri
5143,Ready To Move,Kengeri,1220.0,2.0,63.0,2,Kengeri
5144,Ready To Move,Kengeri,1150.0,1.0,52.0,1,Kengeri
5145,Ready To Move,Kengeri,1192.0,2.0,53.5,2,Kengeri
5146,Ready To Move,Kengeri,1200.0,2.0,42.0,2,Kengeri
5147,Ready To Move,Kengeri,750.0,2.0,40.0,2,Kengeri
5148,Ready To Move,Kengeri,1035.0,2.0,51.5,2,Kengeri
5149,Ready To Move,Kengeri,3000.0,5.0,130.0,8,Kengeri
5150,Ready To Move,Kengeri,410.0,1.0,15.0,1,Kengeri
5151,19-Dec,Kengeri,416.0,1.0,17.19,1,Kengeri
5152,Ready To Move,Kengeri,1320.0,2.0,50.0,2,Kengeri
5153,Ready To Move,Kengeri,1160.0,2.0,40.6,2,Kengeri
5154,Ready To Move,Kengeri,2500.0,4.0,100.0,5,Kengeri
5155,Ready To Move,Kengeri,550.0,1.0,16.75,1,Kengeri
5156,Ready To Move,Kengeri Hobli,1082.0,2.0,42.0,3,other
5157,Ready To Move,Kengeri Hobli,1840.0,1.0,95.0,2,other
5158,Ready To Move,Kengeri Satellite Town,890.0,2.0,35.0,2,Kengeri Satellite Town
5159,Ready To Move,Kengeri Satellite Town,883.0,2.0,45.0,2,Kengeri Satellite Town
5160,Ready To Move,Kengeri Satellite Town,1415.0,2.0,66.0,3,Kengeri Satellite Town
5161,Ready To Move,Kengeri Satellite Town,930.0,1.0,30.0,1,Kengeri Satellite Town
5162,Ready To Move,Kengeri Satellite Town,1635.0,2.0,78.0,3,Kengeri Satellite Town
5163,Ready To Move,Kengeri Satellite Town,1050.0,2.0,43.0,2,Kengeri Satellite Town
5164,Ready To Move,Kengeri Satellite Town,1007.0,2.0,42.0,2,Kengeri Satellite Town
5165,Ready To Move,Kengeri Satellite Town,635.0,1.0,22.0,2,Kengeri Satellite Town
5166,20-Dec,Kengeri Satellite Town,818.0,2.0,26.0,2,Kengeri Satellite Town
5167,Ready To Move,Kengeri Satellite Town,1030.0,2.0,50.0,2,Kengeri Satellite Town
5168,Ready To Move,Kengeri Satellite Town,1200.0,2.0,65.0,2,Kengeri Satellite Town
5169,Ready To Move,Kengeri Satellite Town,795.0,2.0,32.0,2,Kengeri Satellite Town
5170,18-Jan,Kengeri Satellite Town,1302.5,2.0,44.285,2,Kengeri Satellite Town
5171,Ready To Move,Kengeri Satellite Town,800.0,2.0,40.0,2,Kengeri Satellite Town
5172,Ready To Move,Kengeri Satellite Town,654.0,1.0,22.0,1,Kengeri Satellite Town
5173,Ready To Move,Kengeri Satellite Town,1060.0,2.0,42.0,2,Kengeri Satellite Town
5174,Ready To Move,Kengeri Satellite Town,750.0,2.0,33.0,2,Kengeri Satellite Town
5175,Ready To Move,Kengeri Satellite Town,920.0,2.0,39.0,2,Kengeri Satellite Town
5176,Ready To Move,Kengeri Satellite Town,985.0,2.0,42.0,2,Kengeri Satellite Town
5177,Ready To Move,Kengeri Satellite Town,410.0,1.0,15.0,1,Kengeri Satellite Town
5178,Ready To Move,Kengeri Satellite Town,1120.0,2.0,49.0,2,Kengeri Satellite Town
5180,Ready To Move,Kengeri Satellite Town,1110.0,2.0,43.0,2,Kengeri Satellite Town
5181,Ready To Move,Kengeri Satellite Town,1170.0,2.0,50.0,2,Kengeri Satellite Town
5182,Ready To Move,Kengeri Satellite Town,777.4,2.0,25.0,2,Kengeri Satellite Town
5183,Ready To Move,Kengeri Satellite Town,800.0,2.0,32.0,2,Kengeri Satellite Town
5184,Ready To Move,Kereguddadahalli,950.0,2.0,32.0,2,Kereguddadahalli
5185,Ready To Move,Kereguddadahalli,1400.0,2.0,48.0,3,Kereguddadahalli
5186,Ready To Move,Kereguddadahalli,800.0,2.0,28.0,2,Kereguddadahalli
5187,Ready To Move,Kereguddadahalli,904.0,2.0,30.0,2,Kereguddadahalli
5189,Ready To Move,Kereguddadahalli,1000.0,2.0,30.0,2,Kereguddadahalli
5190,Ready To Move,Kereguddadahalli,1240.0,3.0,41.0,3,Kereguddadahalli
5191,Ready To Move,Kereguddadahalli,600.0,1.0,19.5,1,Kereguddadahalli
5192,Ready To Move,Kereguddadahalli,1080.0,2.0,32.0,2,Kereguddadahalli
5193,Ready To Move,Kereguddadahalli,1000.0,2.0,34.0,2,Kereguddadahalli
5196,Ready To Move,Kereguddadahalli,1015.0,2.0,35.0,2,Kereguddadahalli
5197,Ready To Move,Keshava Nagar,1839.0,3.0,165.0,3,other
5198,Ready To Move,Keshava Nagar,1904.0,3.0,155.0,3,other
5199,Ready To Move,Keshava Nagar,1517.0,2.0,125.0,2,other
5200,Ready To Move,Keshava Nagar,1839.0,3.0,160.0,3,other
5201,Ready To Move,Kirloskar Layout,2400.0,4.0,89.0,4,other
5202,Ready To Move,Kithaganur,1200.0,3.0,70.0,3,other
5203,18-Dec,Kodathi,850.0,2.0,27.0,2,other
5204,19-Dec,Kodathi,1033.0,2.0,31.5,3,other
5205,19-Aug,Kodathi,829.0,2.0,22.8,2,other
5206,Ready To Move,Kodbisanhalli,1976.0,3.0,184.0,3,other
5207,Ready To Move,Kodbisanhalli,1012.0,2.0,59.0,2,other
5208,Ready To Move,Kodbisanhalli,1012.0,2.0,59.0,2,other
5209,Ready To Move,Kodbisanhalli,1480.0,3.0,75.0,3,other
5210,Ready To Move,Kodbisanhalli,1430.0,3.0,70.0,3,other
5211,Ready To Move,Kodbisanhalli,1245.0,1.0,60.0,2,other
5212,Ready To Move,Kodbisanhalli,1012.0,2.0,62.0,2,other
5213,Ready To Move,Kodichikkanahalli,1190.0,2.0,57.0,3,Kodichikkanahalli
5214,Ready To Move,Kodichikkanahalli,995.0,2.0,41.0,2,Kodichikkanahalli
5215,18-Feb,Kodichikkanahalli,2700.0,7.0,125.0,5,Kodichikkanahalli
5216,Ready To Move,Kodichikkanahalli,1495.0,2.0,75.0,3,Kodichikkanahalli
5217,Ready To Move,Kodichikkanahalli,1125.0,2.0,52.0,2,Kodichikkanahalli
5218,Ready To Move,Kodichikkanahalli,1150.0,2.0,48.0,2,Kodichikkanahalli
5219,Ready To Move,Kodichikkanahalli,1070.0,2.0,43.0,2,Kodichikkanahalli
5220,Ready To Move,Kodichikkanahalli,1620.0,2.0,85.0,3,Kodichikkanahalli
5221,Ready To Move,Kodichikkanahalli,1560.0,2.0,65.0,3,Kodichikkanahalli
5222,Ready To Move,Kodichikkanahalli,1026.0,2.0,45.0,2,Kodichikkanahalli
5223,Ready To Move,Kodichikkanahalli,2500.0,7.0,125.0,5,Kodichikkanahalli
5224,Ready To Move,Kodichikkanahalli,450.0,1.0,18.0,1,Kodichikkanahalli
5225,Ready To Move,Kodichikkanahalli,907.0,2.0,38.5,2,Kodichikkanahalli
5226,Ready To Move,Kodichikkanahalli,1181.0,2.0,57.0,2,Kodichikkanahalli
5227,Ready To Move,Kodichikkanahalli,900.0,2.0,42.0,2,Kodichikkanahalli
5228,Ready To Move,Kodichikkanahalli,1310.0,2.0,53.0,3,Kodichikkanahalli
5229,Ready To Move,Kodichikkanahalli,1400.0,3.0,66.0,3,Kodichikkanahalli
5230,Ready To Move,Kodichikkanahalli,976.0,2.0,50.0,2,Kodichikkanahalli
5231,Ready To Move,Kodichikkanahalli,2700.0,4.0,125.0,5,Kodichikkanahalli
5232,Ready To Move,Kodichikkanahalli,1299.0,2.0,58.0,2,Kodichikkanahalli
5233,Ready To Move,Kodigehaali,1166.0,2.0,55.0,2,Kodigehaali
5234,Ready To Move,Kodigehaali,1320.0,3.0,65.0,3,Kodigehaali
5235,Ready To Move,Kodigehaali,1117.0,2.0,56.0,2,Kodigehaali
5236,Ready To Move,Kodigehaali,1200.0,2.0,55.0,2,Kodigehaali
5237,Ready To Move,Kodigehaali,1200.0,2.0,60.0,2,Kodigehaali
5238,Ready To Move,Kodigehaali,2120.0,3.0,177.0,3,Kodigehaali
5239,Ready To Move,Kodigehaali,1013.0,2.0,51.0,2,Kodigehaali
5240,Ready To Move,Kodigehaali,1324.0,3.0,65.0,3,Kodigehaali
5241,Ready To Move,Kodigehaali,965.0,2.0,38.0,2,Kodigehaali
5242,Ready To Move,Kodigehaali,866.0,2.0,32.0,2,Kodigehaali
5243,Ready To Move,Kodigehaali,1442.0,3.0,80.0,3,Kodigehaali
5244,19-Jun,Kodigehalli,1270.0,2.0,98.0,2,Kodigehalli
5245,Ready To Move,Kodigehalli,1200.0,2.0,48.0,2,Kodigehalli
5246,19-Jun,Kodigehalli,655.0,1.0,53.0,1,Kodigehalli
5247,19-Jun,Kodigehalli,1820.0,3.0,150.0,3,Kodigehalli
5248,Ready To Move,Kodigehalli,635.0,1.0,28.0,2,Kodigehalli
5249,Ready To Move,Kodigehalli,1200.0,4.0,156.0,3,Kodigehalli
5250,Ready To Move,Kodihalli,3252.0,5.0,335.0,4,Kodihalli
5251,Ready To Move,Kodihalli,2700.0,4.0,270.0,3,Kodihalli
5252,Ready To Move,Kodihalli,2392.0,4.0,260.0,3,Kodihalli
5253,Ready To Move,Kodihalli,2408.0,4.0,260.0,3,Kodihalli
5254,Ready To Move,Kodihalli,2500.0,4.0,260.0,3,Kodihalli
5255,Ready To Move,Kodihalli,1620.0,3.0,130.0,3,Kodihalli
5256,18-Aug,Kodihalli,3260.0,5.0,388.0,4,Kodihalli
5257,Ready To Move,Kodihalli,3197.0,5.0,335.0,4,Kodihalli
5258,Ready To Move,Kodihalli,1490.0,2.0,150.0,2,Kodihalli
5259,Ready To Move,Kodipalya,1440.0,4.0,88.0,4,other
5260,Ready To Move,Kogilu,1909.0,3.0,88.0,3,Kogilu
5261,Ready To Move,Kogilu,1664.0,2.0,73.95,3,Kogilu
5262,Ready To Move,Kogilu,1170.0,2.0,51.99,2,Kogilu
5263,Ready To Move,Kogilu,650.0,2.0,28.0,2,Kogilu
5264,Ready To Move,Kogilu,1140.0,2.0,50.66,2,Kogilu
5265,Ready To Move,Kogilu,1200.0,2.0,53.33,2,Kogilu
5266,21-May,Kogilu,1934.0,3.0,150.0,3,Kogilu
5267,Ready To Move,Kogilu,540.0,1.0,36.0,1,Kogilu
5268,21-May,Kogilu,1559.0,3.0,127.0,3,Kogilu
5269,Ready To Move,Kogilu,1190.0,2.0,50.66,2,Kogilu
5270,Ready To Move,Kogilu,1140.0,2.0,50.66,2,Kogilu
5271,21-May,Kogilu,1559.0,3.0,120.0,3,Kogilu
5272,Ready To Move,Kogilu,700.0,1.0,30.84,1,Kogilu
5273,Ready To Move,Kogilu,1250.0,2.0,55.55,2,Kogilu
5274,Ready To Move,Kogilu,1200.0,2.0,53.33,2,Kogilu
5275,Ready To Move,Kogilu,952.0,2.0,49.0,2,Kogilu
5276,Ready To Move,Kogilu,700.0,1.0,30.84,1,Kogilu
5277,Ready To Move,Kogilu,1250.0,2.0,55.55,2,Kogilu
5278,Ready To Move,Kogilu,2456.0,7.0,85.0,7,Kogilu
5279,Ready To Move,Kogilu,1140.0,2.0,50.66,2,Kogilu
5280,Ready To Move,Kogilu,1140.0,2.0,50.66,2,Kogilu
5281,17-Nov,Konanakunte,2791.0,3.0,223.0,3,Konanakunte
5282,Ready To Move,Konanakunte,884.0,1.0,58.0,2,Konanakunte
